19010103	-1
19010106	1
19010109	0
19010112	1
19010115	2
19010118	0
19010121	0
19010124	3
19010127	0
19010130	0
19010202	-2
19010205	1
19010208	0
19010211	-7
19010214	-5
19010217	-4
19010220	-3
19010223	0
19010226	0
19010301	-5
19010304	0
19010307	2
19010310	3
19010313	3
19010316	1
19010319	0
19010322	2
19010325	-5
19010328	0
19010331	1
19010403	7
19010406	3
19010409	3
19010412	5
19010415	0
19010418	10
19010421	7
19010424	10
19010427	14
19010430	19
19010502	17
19010505	2
19010508	9
19010511	23
19010514	23
19010517	14
19010520	10
19010523	21
19010526	15
19010529	18
19010601	16
19010604	20
19010607	23
19010610	26
19010613	14
19010616	16
19010619	21
19010622	23
19010625	26
19010628	17
19010703	16
19010706	25
19010709	26
19010712	28
19010715	27
19010718	27
19010721	31
19010724	27
19010727	30
19010730	26
19010802	26
19010805	21
19010808	21
19010811	25
19010814	27
19010817	28
19010820	22
19010823	18
19010826	18
19010829	18
19010901	14
19010904	12
19010907	16
19010910	18
19010913	17
19010916	15
19010919	16
19010922	17
19010925	20
19010928	16
19011003	13
19011006	13
19011009	12
19011012	11
19011015	10
19011018	10
19011021	10
19011024	10
19011027	10
19011030	7
19011102	8
19011105	6
19011108	4
19011111	3
19011114	0
19011117	2
19011120	2
19011123	3
19011126	3
19011129	-1
19011201	-1
19011204	0
19011207	3
19011210	-3
19011213	-3
19011216	-3
19011219	0
19011222	0
19011225	-6
19011228	-2
19011231	2
19020102	1
19020105	2
19020108	2
19020111	0
19020114	-2
19020117	0
19020120	2
19020123	0
19020126	1
19020129	0
19020201	2
19020204	-1
19020207	-1
19020210	-2
19020213	-1
19020216	1
19020219	11
19020222	0
19020225	0
19020228	0
19020303	0
19020306	1
19020309	-9
19020312	-8
19020315	1
19020318	0
19020321	0
19020324	4
19020327	2
19020330	2
19020402	2
19020405	0
19020408	-1
19020411	2
19020414	7
19020417	8
19020420	7
19020423	6
19020426	2
19020429	4
19020501	7
19020504	12
19020507	5
19020510	6
19020513	8
19020516	12
19020519	15
19020522	16
19020525	17
19020528	15
19020531	21
19020603	18
19020606	15
19020609	12
19020612	15
19020615	20
19020618	15
19020621	22
19020624	17
19020627	16
19020630	15
19020702	16
19020705	15
19020708	18
19020711	14
19020714	20
19020717	21
19020720	17
19020723	19
19020726	20
19020729	17
19020801	17
19020804	20
19020807	18
19020810	16
19020813	17
19020816	13
19020819	18
19020822	12
19020825	18
19020828	18
19020831	15
19020903	16
19020906	18
19020909	18
19020912	12
19020915	10
19020918	11
19020921	7
19020924	12
19020927	10
19020930	7
19021002	6
19021005	7
19021008	7
19021011	7
19021014	7
19021017	8
19021020	3
19021023	5
19021026	6
19021029	7
19021101	9
19021104	4
19021107	3
19021110	6
19021113	5
19021116	1
19021119	3
19021122	4
19021125	1
19021128	1
19021203	-5
19021206	1
19021209	1
19021212	1
19021215	2
19021218	1
19021221	1
19021224	2
19021227	0
19021230	-2
19010101	-6
19010104	0
19010107	0
19010110	1
19010113	1
19010116	2
19010119	1
19010122	4
19010125	2
19010128	-1
19010131	-1
19010203	0
19010206	-1
19010209	1
19010212	-7
19010215	-7
19010218	-5
19010221	-1
19010224	-7
19010227	0
19010302	-5
19010305	1
19010308	0
19010311	2
19010314	3
19010317	2
19010320	0
19010323	4
19010326	-5
19010329	-1
19010401	3
19010404	3
19010407	5
19010410	4
19010413	4
19010416	2
19010419	5
19010422	7
19010425	10
19010428	17
19010503	13
19010506	5
19010509	13
19010512	25
19010515	20
19010518	9
19010521	13
19010524	15
19010527	15
19010530	15
19010602	18
19010605	21
19010608	25
19010611	23
19010614	12
19010617	20
19010620	22
19010623	27
19010626	27
19010629	18
19010701	16
19010704	19
19010707	26
19010710	28
19010713	26
19010716	30
19010719	27
19010722	31
19010725	28
19010728	30
19010731	26
19010803	23
19010806	20
19010809	21
19010812	26
19010815	27
19010818	27
19010821	20
19010824	17
19010827	22
19010830	18
19010902	11
19010905	12
19010908	17
19010911	17
19010914	16
19010917	17
19010920	17
19010923	19
19010926	17
19010929	16
19011001	15
19011004	15
19011007	13
19011010	12
19011013	11
19011016	11
19011019	10
19011022	10
19011025	10
19011028	11
19011031	8
19011103	8
19011106	7
19011109	2
19011112	2
19011115	3
19011118	0
19011121	0
19011124	0
19011127	3
19011130	-2
19011202	1
19011205	2
19011208	2
19011211	-5
19011214	-3
19011217	-2
19011220	1
19011223	-2
19011226	-5
19011229	2
19020103	-6
19020106	1
19020109	2
19020112	-1
19020115	-1
19020118	-1
19020121	1
19020124	2
19020127	1
19020130	-3
19020202	1
19020205	-5
19020208	0
19020211	-6
19020214	-3
19020217	2
19020220	-2
19020223	0
19020226	0
19020301	1
19020304	-3
19020307	2
19020310	-2
19020313	-1
19020316	1
19020319	1
19020322	-1
19020325	3
19020328	2
19020331	1
19020403	1
19020406	1
19020409	0
19020412	5
19020415	6
19020418	8
19020421	8
19020424	6
19020427	1
19020430	5
19020502	7
19020505	12
19020508	3
19020511	7
19020514	11
19020517	17
19020520	12
19020523	13
19020526	13
19020529	18
19020601	15
19020604	20
19020607	10
19020610	13
19020613	19
19020616	23
19020619	18
19020622	18
19020625	20
19020628	22
19020703	16
19020706	19
19020709	14
19020712	15
19020715	18
19020718	24
19020721	17
19020724	19
19020727	20
19020730	17
19020802	20
19020805	17
19020808	19
19020811	16
19020814	16
19020817	15
19020820	16
19020823	13
19020826	15
19020829	16
19020901	14
19020904	15
19020907	17
19020910	11
19020913	12
19020916	11
19020919	7
19020922	10
19020925	13
19020928	8
19021003	9
19021006	10
19021009	5
19021012	5
19021015	6
19021018	8
19021021	7
19021024	8
19021027	7
19021030	6
19021102	6
19021105	3
19021108	5
19021111	6
19021114	5
19021117	3
19021120	4
19021123	3
19021126	1
19021129	-2
19021201	-8
19021204	-3
19021207	0
19021210	2
19021213	2
19021216	1
19021219	0
19021222	0
19021225	5
19021228	0
19021231	-2
19010102	-1
19010105	1
19010108	3
19010111	0
19010114	0
19010117	0
19010120	2
19010123	3
19010126	2
19010129	0
19010201	1
19010204	0
19010207	0
19010210	-2
19010213	-5
19010216	-1
19010219	-5
19010222	-3
19010225	-1
19010228	0
19010303	-2
19010306	2
19010309	0
19010312	2
19010315	5
19010318	2
19010321	-1
19010324	5
19010327	-3
19010330	0
19010402	4
19010405	2
19010408	6
19010411	5
19010414	2
19010417	7
19010420	7
19010423	11
19010426	13
19010429	19
19010501	16
19010504	6
19010507	3
19010510	18
19010513	22
19010516	16
19010519	12
19010522	16
19010525	17
19010528	18
19010531	16
19010603	18
19010606	22
19010609	26
19010612	18
19010615	18
19010618	22
19010621	22
19010624	27
19010627	19
19010630	18
19010702	18
19010705	22
19010708	22
19010711	28
19010714	26
19010717	27
19010720	31
19010723	28
19010726	30
19010729	29
19010801	25
19010804	22
19010807	20
19010810	23
19010813	28
19010816	27
19010819	25
19010822	19
19010825	18
19010828	19
19010831	17
19010903	11
19010906	13
19010909	17
19010912	17
19010915	17
19010918	15
19010921	17
19010924	21
19010927	18
19010930	17
19011002	15
19011005	15
19011008	11
19011011	12
19011014	10
19011017	11
19011020	10
19011023	10
19011026	10
19011029	11
19011101	8
19011104	6
19011107	5
19011110	3
19011113	0
19011116	0
19011119	5
19011122	0
19011125	4
19011128	2
19011203	1
19011206	2
19011209	1
19011212	-3
19011215	-4
19011218	0
19011221	1
19011224	-5
19011227	11
19011230	2
19020101	2
19020104	2
19020107	2
19020110	3
19020113	0
19020116	2
19020119	0
19020122	0
19020125	2
19020128	0
19020131	-1
19020203	0
19020206	-1
19020209	-4
19020212	0
19020215	0
19020218	0
19020221	0
19020224	0
19020227	0
19020302	2
19020305	0
19020308	-4
19020311	-1
19020314	0
19020317	0
19020320	1
19020323	1
19020326	2
19020329	1
19020401	2
19020404	3
19020407	0
19020410	1
19020413	8
19020416	7
19020419	5
19020422	3
19020425	7
19020428	3
19020503	8
19020506	11
19020509	5
19020512	7
19020515	13
19020518	17
19020521	15
19020524	12
19020527	15
19020530	20
19020602	15
19020605	16
19020608	15
19020611	14
19020614	20
19020617	16
19020620	20
19020623	17
19020626	20
19020629	17
19020701	18
19020704	18
19020707	17
19020710	16
19020713	16
19020716	21
19020719	21
19020722	19
19020725	18
19020728	20
19020731	16
19020803	20
19020806	18
19020809	20
19020812	17
19020815	15
19020818	17
19020821	15
19020824	17
19020827	17
19020830	14
19020902	16
19020905	17
19020908	16
19020911	11
19020914	8
19020917	12
19020920	6
19020923	12
19020926	11
19020929	11
19021001	5
19021004	5
19021007	9
19021010	7
19021013	6
19021016	6
19021019	5
19021022	6
19021025	6
19021028	7
19021031	6
19021103	6
19021106	0
19021109	6
19021112	5
19021115	5
19021118	3
19021121	3
19021124	2
19021127	2
19021130	-4
19021202	-7
19021205	0
19021208	1
19021211	2
19021214	2
19021217	2
19021220	1
19021223	2
19021226	0
19021229	-1
